park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
bahia-honda,S00005,Bahia Honda State Park,Bahia-Honda,Monroe,5,496.74,"36850 Overseas Hwy., Big Pine Key, FL 33043",Big Pine Key,FL,24.660151,-81.273619,Main Entrance,true,https://www.floridastateparks.org/BahiaHonda,https://inaturalist-open-data.s3.amazonaws.com/photos/3003639/medium.jpg,genus_catalog,catalog,White-crowned Pigeon,Florida state park in Monroe. About 497 acres. Access: Open-Fee Required.,sea rosemary | Buttonwood | painted leaf | Nickernut | sea grape | Great Fen-sedge | Scarlet Cordia | Button Sage,https://static.inaturalist.org/photos/573742/medium.jpg | https://static.inaturalist.org/photos/231740/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10222514/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/174163943/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/31632213/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/56710180/medium.jpeg,White-crowned Pigeon | Sheepshead Minnow | Nurse Shark | Grey Snapper | Atlantic Tarpon | Great Barracuda | Florida Red-bellied Cooter | Stoplight Parrotfish,https://inaturalist-open-data.s3.amazonaws.com/photos/3003639/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/117666902/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6084398/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/17667/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/85938338/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/14026796/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
bald-point,S00257,Bald Point State Park,Bald-Point,Franklin,1,12152.22,"146 Box Cut Rd., Alligator Point, FL 32346",Alligator Point,FL,29.938161,-84.337531,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/bald-point-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/93251976/medium.jpeg,inaturalist_observation,cc-by,"(c) Scott Allen Davis, some rights reserved (CC BY)",Florida state park in Franklin. About 12152 acres. Access: Open-Fee Required.,Southern Pinxter Azalea | Swamp Leather Flower | Swamp titi | Golden Club | dahoon | primrose-leaved violet | parsley hawthorn | roundleaf bluet,https://static.inaturalist.org/photos/132769155/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25083605/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/177283084/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/118444668/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/70802702/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76382616/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28227/medium.jpg,Clapper Rail | Marl Pennant | Boat-tailed Grackle | Hispid Cotton Rat | Pine Woods Tree Frog | Striped Burrfish | Mournful Sphinx Moth | Sheepshead Minnow,https://inaturalist-open-data.s3.amazonaws.com/photos/283865648/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/127402/medium.jpg | https://static.inaturalist.org/photos/308289799/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/275697403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/113217767/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/132535870/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/117666902/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
big-lagoon,S00128,Big Lagoon State Park,Big-Lagoon,Escambia,1,706.76,"12301 Gulf Beach Hwy., Pensacola, FL 32507",Pensacola,FL,30.321796,-87.403731,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/big-lagoon-state-park,https://static.inaturalist.org/photos/29329883/medium.jpeg,genus_catalog,catalog,Eastern Diamondback Rattlesnake,Florida state park in Escambia. About 707 acres. Access: Open-Fee Required.,sand heath | Sandhill milkweed | Saltmarsh Morning-glory | white pitcher plant | sea oats | beach morning glory | fetterbush lyonia | Swamp titi,https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/177283084/medium.jpg,Eastern Diamondback Rattlesnake | Six-lined Racerunner | Squirrel Tree Frog | Least Tern | Hispid Cotton Rat | Nine-banded Armadillo | Gopher Tortoise | Sheepshead,https://static.inaturalist.org/photos/29329883/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/52140/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/544316662/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/275697403/medium.jpg | https://static.inaturalist.org/photos/5859039/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/458905770/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
big-shoals,S00213,Big Shoals State Park,Big-Shoals,"Hamilton, Columbia",2,1681.01,"11330 Southeast County Rd., 135 White Springs, FL 32096",135 White Springs,FL,30.352425,-82.689390,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/big-shoals-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/59679579/medium.jpeg,inaturalist_observation,cc-by,"(c) Brandon Corder, some rights reserved (CC BY)","Florida state park in Hamilton, Columbia. About 1681 acres. Access: Open-No Fee Required.",hooded pitcher plant | Virginia chainfern | swamp chestnut oak | southern live oak | Southern Pinxter Azalea | White-fringed Orchid | Atamasco Lily | black-jack,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/34686130/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://static.inaturalist.org/photos/132769155/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/78592990/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/50990416/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/78688129/medium.jpg,Southern Cricket Frog | Pine Woods Tree Frog | Striped Mud Turtle | Florida Cottonmouth | Timber Rattlesnake | Eastern Fence Lizard | Rough Green Snake | Red-cockaded Woodpecker,https://static.inaturalist.org/photos/120624/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/25233724/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://static.inaturalist.org/photos/29329883/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/5807556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/55111/medium.jpg | https://static.inaturalist.org/photos/322656891/medium.jpeg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
big-talbot-island,S00187,Big Talbot Island State Park,Big-Talbot-Island,Duval,2,2679.39,"15500 Buccaneer Trail, Jacksonville, FL 32226",Jacksonville,FL,30.509979,-81.458546,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/big-talbot-island-state-park,https://static.inaturalist.org/photos/544349/medium.jpg,genus_catalog,catalog,Gopher Tortoise,Florida state park in Duval. About 2679 acres. Access: Open-Fee Required.,sea oats | spurge nettle | air potato | beach morning glory | Beach Croton | Carolina laurelcherry | Earleaf Greenbrier | southern magnolia,https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38126368/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://static.inaturalist.org/photos/87500651/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/93584919/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/116481151/medium.jpg,Gopher Tortoise | Red-femured Spotted Orbweaver | Eastern Glass Lizard | Squirrel Tree Frog | Black Scoter | Wilson's Plover | Red Knot | Boat-tailed Grackle,https://static.inaturalist.org/photos/544349/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10774376/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/2162/medium.jpg | https://static.inaturalist.org/photos/378655607/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/439537891/medium.jpeg | https://static.inaturalist.org/photos/308289799/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
cape-florida,S00011,Bill Baggs Cape Florida State Park,Cape-Florida,Dade,5,506.37,"1200 S Crandon Blvd., Key Biscayne, FL 33149",Key Biscayne,FL,25.682676,-80.157801,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/bill-baggs-cape-florida-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg,genus_catalog,catalog,Bark Anole,Florida state park in Dade. About 506 acres. Access: Open-Fee Required.,shrubby false buttonweed | largeflower Mexican clover | sea grape | Shiny-leaved Wild Coffee | Button Sage | Florida Strangler Fig | Moses-in-the-cradle | Coontie,https://inaturalist-open-data.s3.amazonaws.com/photos/56966175/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/81901184/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/56710180/medium.jpeg | https://static.inaturalist.org/photos/106941726/medium.jpeg | https://static.inaturalist.org/photos/41283698/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg,Bark Anole | African Redhead Agama | Crested Anole | Knight Anole | Atala | Monk Skipper | Northern Curly-tailed Lizard | White-crowned Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/27697863/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90017969/medium.jpeg | https://static.inaturalist.org/photos/5955921/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/303966019/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/3003639/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
blackwater,S00231,Blackwater Heritage State Trail,Blackwater,Santa Rosa,1,308.45,"5533 Alabama Street, Milton, FL 32564",Milton,FL,30.622519,-87.042943,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/blackwater-heritage-state-trail,https://inaturalist-open-data.s3.amazonaws.com/photos/34383998/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Judy Gallagher, some rights reserved (CC BY-SA)",Florida state park in Santa Rosa. About 308 acres. Access: Open-No Fee Required.,white pitcher plant | Golden Club | Swamp titi | turkey oak | Pink Sundew | Sandhill milkweed | Savannah meadowbeauty | saw palmetto,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/118444668/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/177283084/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/61889240/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/80393274/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38214/medium.jpg,Little Metalmark | Seepage Dancer | Yellow-sided Skimmer | Turquoise Bluet | Poey's Furrow Bee | Southern Skipperling | Eastern Ribbonsnake | Southern Toad,https://static.inaturalist.org/photos/25925609/medium.jpeg | https://static.inaturalist.org/photos/49190/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10048/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28409736/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/181638/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/336368351/medium.jpg | https://static.inaturalist.org/photos/1348028/medium.JPG | https://static.inaturalist.org/photos/13935922/medium.jpg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
blackwater-river,S00008,Blackwater River State Park,Blackwater-River,Santa Rosa,1,635.82,"7720 Deaton Bridge Rd., Holt, FL 32564",Holt,FL,30.711824,-86.879738,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/blackwater-river-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/33707967/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Judy Gallagher, some rights reserved (CC BY-SA)",Florida state park in Santa Rosa. About 636 acres. Access: Open-Fee Required.,white pitcher plant | Sandhill milkweed | Swamp titi | turkey oak | Golden Club | Savannah meadowbeauty | Carolina Redroot | Pink Sundew,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/177283084/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/118444668/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/80393274/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/74203577/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/61889240/medium.jpg,Seepage Dancer | Yellow-sided Skimmer | Little Metalmark | Gray Petaltail | Golden-winged Skimmer | Southern Cricket Frog | Southern Cloudywing | Banded Pennant,https://static.inaturalist.org/photos/49190/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10048/medium.jpg | https://static.inaturalist.org/photos/25925609/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/60737/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10048/medium.jpg | https://static.inaturalist.org/photos/120624/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/179680360/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/295814038/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
blue-spring,S00101,Blue Spring State Park,Blue-Spring,Volusia,3,2659.05,"2100 W French Ave., Orange City, FL 32763",Orange City,FL,28.952355,-81.332641,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/blue-spring-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/120666015/medium.jpeg,inaturalist_observation,cc-by,"(c) Kai Squires, some rights reserved (CC BY)",Florida state park in Volusia. About 2659 acres. Access: Open-Fee Required.,sand heath | golden polypody | Coralberry | sand live oak | Yellow milkwort | blackroot | Caesar weed | Cherokee Bean,https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://static.inaturalist.org/photos/4431900/medium.jpeg | https://static.inaturalist.org/photos/40043710/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/169762960/medium.jpeg | https://static.inaturalist.org/photos/179005324/medium.jpg,West Indian Manatee | Florida Scrub Jay | Pygmy Rattlesnake | Longnose Gar | Devil's Horse | Sandhill Crane | Florida Gar | Little Blue Dragonlet,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/13313330/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/10074982/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
bulow-creek,S00139,Bulow Creek State Park,Bulow-Creek,"Flagler, Volusia",3,5708.71,"3335 Old Dixie Hwy., Ormond Beach, FL 32174",Ormond Beach,FL,29.387634,-81.132073,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/bulow-creek-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/249822603/medium.jpg,inaturalist_observation,cc-by,"(c) Brandon Corder, some rights reserved (CC BY)","Florida state park in Flagler, Volusia. About 5709 acres. Access: Open-No Fee Required.",Cucumberleaf Sunflower | lilac tasselflower | Giant leather fern | sea ox-eye | Coontie | goat's foot convolvulus | erect prickly pear | black mangrove,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28480556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103493/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/120515573/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg,Horse's Paper Wasp | Eastern Spadefoot | Giant Katydid | Pygmy Rattlesnake | Brown Anole | Red-femured Spotted Orbweaver | Loggerhead Sea Turtle | Ruddy Turnstone,https://inaturalist-open-data.s3.amazonaws.com/photos/47464049/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10774376/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/228915423/medium.jpg | https://static.inaturalist.org/photos/72113850/medium.jpg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
bulow-plantation,S00009,Bulow Plantation Ruins Historic State Park,Bulow-Plantation,Flagler,3,147.97,"3501 Old Kings Rd., Flagler Beach, FL 32136",Flagler Beach,FL,29.434426,-81.137856,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/bulow-plantation-ruins-historic-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/249822603/medium.jpg,inaturalist_observation,cc-by,"(c) Brandon Corder, some rights reserved (CC BY)",Florida state park in Flagler. About 148 acres. Access: Open-Fee Required.,Cucumberleaf Sunflower | lilac tasselflower | goat's foot convolvulus | Giant leather fern | sea ox-eye | Spanish moss | Coontie | erect prickly pear,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28480556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103493/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/10756222/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/20612/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/120515573/medium.jpeg,Horse's Paper Wasp | Giant Katydid | Eastern Spadefoot | Pygmy Rattlesnake | Polka-Dot Wasp Moth | Loggerhead Sea Turtle | Willet | Ruddy Turnstone,https://inaturalist-open-data.s3.amazonaws.com/photos/47464049/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://static.inaturalist.org/photos/96981290/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/228915423/medium.jpg | https://static.inaturalist.org/photos/112158254/medium.jpg | https://static.inaturalist.org/photos/72113850/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
caladesi-island,S00010,Caladesi Island State Park,Caladesi-Island,Pinellas,4,2420.04,"Dunedin, FL 34698",,FL,28.032352,-82.819138,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/caladesi-island-state-park,https://static.inaturalist.org/photos/544349/medium.jpg,genus_catalog,catalog,Gopher Tortoise,Florida state park in Pinellas. About 2420 acres. Access: Open-Fee Required.,Cucumberleaf Sunflower | toothed midsorus fern | White Mangrove | slash pine | Carolina palmetto | Brazilian pepper | Tuber Ladder Fern | sea grape,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/125424111/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/54643374/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/131410903/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/306157027/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28580632/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg,Gopher Tortoise | Laughing Gull | Wood Stork | Brown Anole | Florida Carpenter Ant | Tropical House Gecko | Royal Tern | Anhinga,https://static.inaturalist.org/photos/544349/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/509746212/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/182242270/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/16465753/medium.jpg | https://static.inaturalist.org/photos/52135431/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/52412038/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/4202336/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6177/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
camp-helen,S00247,Camp Helen State Park,Camp-Helen,Bay,1,189.93,"23937 Panama City Beach Pkwy., Panama City Beach, FL 32413",Panama City Beach,FL,30.275410,-85.990463,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/camp-helen-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/642559199/medium.jpg,inaturalist_observation,cc0,no rights reserved,Florida state park in Bay. About 190 acres. Access: Open-Fee Required.,white pitcher plant | sand live oak | orange milkwort | Sandhill milkweed | spurge nettle | yellow pitcher plant | inkberry | Savannah meadowbeauty,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/80393274/medium.jpg,Pine Woods Tree Frog | Oak Toad | Pygmy Rattlesnake | Eastern Fence Lizard | Scarlet Snake | Banded Water Snake | Eastern Glass Lizard | Pinfish,https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://static.inaturalist.org/photos/13935922/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/5807556/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1705167/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
