park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
lake-manatee,S00088,Lake Manatee State Park,Lake-Manatee,Manatee,4,548.85,"20007 SR 64 Bradenton, FL 34202",,FL,27.475455,-82.346628,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/lake-manatee-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/117860514/medium.jpeg,inaturalist_observation,cc-by-sa,"(c) Mike Ostrowski, some rights reserved (CC BY-SA)",Florida state park in Manatee. About 549 acres. Access: Open-Fee Required.,largeflower Mexican clover | red mangrove | Peruvian primrose-willow | hyssop spurge | fetterbush lyonia | Yellow milkwort | blackroot | Earleaf Greenbrier,https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56018181/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/10222514/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/76627901/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg,Nanday Parakeet | Southern Green-striped Grasshopper | Texas Cichlid | Boat-tailed Grackle | Limpkin | Mabel Orchard Orbweaver | Corn Snake | Muscovy Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/98859083/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/123601/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/170274/medium.png | https://static.inaturalist.org/photos/308289799/medium.jpg | https://static.inaturalist.org/photos/444583854/medium.jpeg | https://static.inaturalist.org/photos/59785261/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/149943221/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/3954/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
lake-talquin,S00093,Lake Talquin State Park,Lake-Talquin,Leon,1,490.06,"14850 Jack Vause Landing Rd., Tallahassee, FL 32310",Tallahassee,FL,30.436218,-84.529333,Main Entrance,true,https://www.floridastateparks.org/park/Lake-Talquin,https://inaturalist-open-data.s3.amazonaws.com/photos/13331968/medium.png,inaturalist_observation,cc-by,"(c) Dr. Andrew G. Cannizzaro, some rights reserved (CC BY)",Florida state park in Leon. About 490 acres. Access: Open-Fee Required.,Coralberry | Florida Hedgenettle | Peruvian primrose-willow | Largeflower pink-sorrel | spurge nettle | Wandering Jew | scarlet sesban | Sandhill milkweed,https://static.inaturalist.org/photos/40043710/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/56018181/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/178040648/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://static.inaturalist.org/photos/41283698/medium.jpg | https://static.inaturalist.org/photos/90633592/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg,Golden-banded Skipper | Southern Toad | Barking Tree Frog | Southern Cricket Frog | Carolina Satyr | Diaprepes Root Weevil | Southeastern Five-lined Skink | Bean Plataspid Bug,https://inaturalist-open-data.s3.amazonaws.com/photos/139390/medium.jpg | https://static.inaturalist.org/photos/13935922/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://static.inaturalist.org/photos/120624/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/94153948/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/5177902/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/355079313/medium.jpeg | https://static.inaturalist.org/photos/38254390/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
letchworth,S00249,Letchworth-Love Mounds Archaeological State Park,Letchworth,Jefferson,1,190.11,"4500 Sunray Road South, Tallahassee, FL 32309",Tallahassee,FL,30.521737,-83.990637,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/letchworth-love-mounds-archaeological-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/17167244/medium.jpg,inaturalist_observation,cc-by,"(c) Riccardo Marchingiglio, some rights reserved (CC BY)",Florida state park in Jefferson. About 190 acres. Access: Open-Fee Required.,Florida Hedgenettle | Coralberry | Cherokee Bean | oakleaf hydrangea | candyroot | Wandering Jew | Virginia sweetspire | southern live oak,https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg | https://static.inaturalist.org/photos/40043710/medium.jpg | https://static.inaturalist.org/photos/179005324/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/82166001/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://static.inaturalist.org/photos/41283698/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/344871/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg,Barking Tree Frog | Eastern Spadefoot | Squirrel Tree Frog | Gray Ratsnake | Florida Cottonmouth | Whirlabout | Long-tailed Skipper | Zebra Longwing,https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/47210394/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://inaturalist-open-data.s3.amazonaws.com/photos/149943221/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/166069/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4540422/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/180466135/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
lignumvitae-key,S00097,Lignumvitae Key Botanical State Park,Lignumvitae-Key,Monroe,5,10724.24,"77200 Overseas Hwy., Islamorada, FL 33001",Islamorada,FL,24.880418,-80.694796,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/lignumvitae-key-botanical-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/465247189/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Turner Brockman, some rights reserved (CC BY-SA)",Florida state park in Monroe. About 10724 acres. Access: Open-Fee Required.,Triangle cactus | Nickernut | Buttonwood | Scorpion's-tail | Monk Orchid | sea grape | Durban Crowfoot | Christmas berry,https://static.inaturalist.org/photos/34516105/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://static.inaturalist.org/photos/231740/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/173533895/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/271667540/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/49378012/medium.jpeg | https://static.inaturalist.org/photos/6536920/medium.jpg,Atlantic Tarpon | West Indian Manatee | Bluestriped Grunt | Nurse Shark | Grey Snapper | Northern Curly-tailed Lizard | Schoolmaster Snapper | Yellowtail Snapper,https://inaturalist-open-data.s3.amazonaws.com/photos/17667/medium.jpg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://static.inaturalist.org/photos/54154536/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6084398/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/303966019/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://static.inaturalist.org/photos/316827941/medium.png,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
little-manatee-river,S00115,Little Manatee River State Park,Little-Manatee-River,Hillsborough,4,2493.58,"215 Lightfoot Rd., Wimauma, FL 33598",Wimauma,FL,27.657708,-82.374127,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/little-manatee-river-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/285396026/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Stan Shebs, some rights reserved (CC BY-SA)",Florida state park in Hillsborough. About 2494 acres. Access: Open-Fee Required.,Cucumberleaf Sunflower | Peruvian primrose-willow | Nickernut | sea grape | Red Tasselflower | largeflower Mexican clover | Yellow milkwort | Phasey Bean,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56018181/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/62537072/medium.jpg,West Indian Manatee | Cuban Treefrog | Southern Green-striped Grasshopper | Sandhill Crane | Atlantic Tarpon | Compact Carpenter Ant | Greenhouse Frog | Gopher Tortoise,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/587009037/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/123601/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/13313330/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/17667/medium.jpg | https://static.inaturalist.org/photos/52135431/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/249398736/medium.jpeg | https://static.inaturalist.org/photos/544349/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
little-talbot-island,S00049,Little Talbot Island State Park,Little-Talbot-Island,Duval,2,1536.06,"12157 Heckscher Dr., Jacksonville, FL 32226",Jacksonville,FL,30.458541,-81.418059,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/little-talbot-island-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/14918172/medium.jpg,inaturalist_observation,cc-by,"(c) Marie Hosch, some rights reserved (CC BY)",Florida state park in Duval. About 1536 acres. Access: Open-Fee Required.,sea oats | air potato | beach morning glory | Beach Croton | Cucumberleaf Sunflower | Carolina laurelcherry | Earleaf Greenbrier | lyreleaf sage,https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/38126368/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149905022/medium.jpg | https://static.inaturalist.org/photos/87500651/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/93584919/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/62072406/medium.jpeg,Red-femured Spotted Orbweaver | Fir Tussock Moth | Gopher Tortoise | Southern Two-striped Walkingstick | Wilson's Plover | Eastern Glass Lizard | Boat-tailed Grackle | Four-spotted Pennant,https://inaturalist-open-data.s3.amazonaws.com/photos/10774376/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4879743/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/148345/medium.jpg | https://static.inaturalist.org/photos/378655607/medium.jpg | https://static.inaturalist.org/photos/19927545/medium.jpeg | https://static.inaturalist.org/photos/308289799/medium.jpg | https://static.inaturalist.org/photos/1041663/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
long-key,S00050,Long Key State Park,Long-Key,Monroe,5,1001.76,"67400 Overseas Hwy.,  Long Key, FL 33001",Long Key,FL,24.816527,-80.823565,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/long-key-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/465247189/medium.jpg,inaturalist_observation,cc-by-sa,"(c) Turner Brockman, some rights reserved (CC BY-SA)",Florida state park in Monroe. About 1002 acres. Access: Open-Fee Required.,Triangle cactus | Nickernut | sea grape | red mangrove | Scorpion's-tail | Durban Crowfoot | Buttonwood | Gumbo Limbo,https://static.inaturalist.org/photos/34516105/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/175580168/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/173533895/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/49378012/medium.jpeg | https://static.inaturalist.org/photos/231740/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6404323/medium.jpg,Atlantic Tarpon | Bluestriped Grunt | West Indian Manatee | Nurse Shark | Northern Curly-tailed Lizard | Grey Snapper | Yellowtail Snapper | Four-eyed Butterflyfish,https://inaturalist-open-data.s3.amazonaws.com/photos/17667/medium.jpg | https://static.inaturalist.org/photos/54154536/medium.jpg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6084398/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/303966019/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://static.inaturalist.org/photos/316827941/medium.png | https://inaturalist-open-data.s3.amazonaws.com/photos/14731/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
lovers-key,S00193,Lovers Key State Park,Lovers-Key,Lee,4,1442.44,"8700 Estero Blvd., Ft Myers Beach, FL 33931",Ft Myers Beach,FL,26.392903,-81.867876,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/lovers-key-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/257963854/medium.jpeg,inaturalist_observation,cc-by,"(c) Andrew Durso, some rights reserved (CC BY)",Florida state park in Lee. About 1442 acres. Access: Open-Fee Required.,cardinal airplant | dahoon | Southern Swamp Crinum | Florida Strangler Fig | toothed midsorus fern | largeflower Mexican clover | pond-apple | lanceleaf arrowhead,https://inaturalist-open-data.s3.amazonaws.com/photos/10756222/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/84984390/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/52133869/medium.jpeg | https://static.inaturalist.org/photos/106941726/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/30558649/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/251301981/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/29200458/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/89848928/medium.jpg,Florida Cottonmouth | Florida Red-bellied Cooter | Marsh Rabbit | Pig Frog | Peninsular Cooter | Sandwich Tern | Mottled Duck | Florida Softshell Turtle,https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://static.inaturalist.org/photos/27674312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/45231910/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4202336/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/339607134/medium.jpg | https://static.inaturalist.org/photos/38993598/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
lower-wekiva-river,S00124,Lower Wekiva River Preserve State Park,Lower-Wekiva-River,"Lake, Seminole",3,17376.26,"8300 W. State Road 46, Sanford, FL 32712",Sanford,FL,28.815210,-81.405684,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/lower-wekiva-river-preserve-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/120666015/medium.jpeg,inaturalist_observation,cc-by,"(c) Kai Squires, some rights reserved (CC BY)","Florida state park in Lake, Seminole. About 17376 acres. Access: Open-Fee Required.",Caesar weed | sand heath | Coralberry | golden polypody | sand live oak | spatterdock | blackroot | Carolina palmetto,https://inaturalist-open-data.s3.amazonaws.com/photos/169762960/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/95329031/medium.jpg | https://static.inaturalist.org/photos/40043710/medium.jpg | https://static.inaturalist.org/photos/4431900/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/31258607/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/131410903/medium.jpg,West Indian Manatee | Florida Scrub Jay | Devil's Horse | Florida Gar | Longnose Gar | Florida Red-bellied Cooter | Pygmy Rattlesnake | American Swallow-tailed Kite,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/25314/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/15384232/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://static.inaturalist.org/photos/115599062/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/3695/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
madira-bickel-mound,S00051,Madira Bickel Mound State Archaeological Site,Madira-Bickel-Mound,Manatee,4,9.19,"955 Bayshore Dr., Terra Ceia, FL 34250",Terra Ceia,FL,27.565031,-82.591598,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/madira-bickel-mound-state-archaeological-site,https://inaturalist-open-data.s3.amazonaws.com/photos/183132265/medium.jpg,inaturalist_observation,cc-by,"(c) Austin Smith, some rights reserved (CC BY)",Florida state park in Manatee. About 9 acres. Access: Open-No Fee Required.,Cucumberleaf Sunflower | Nickernut | sea grape | Red Tasselflower | sea oats | black mangrove | sea ox-eye | Florida Strangler Fig,https://inaturalist-open-data.s3.amazonaws.com/photos/112547785/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/28084332/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/105101063/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/67288371/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/137790/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/232322610/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103493/medium.jpg | https://static.inaturalist.org/photos/106941726/medium.jpeg,Nanday Parakeet | West Indian Manatee | Pinfish | Grey Snapper | Laughing Gull | Gopher Tortoise | Speckled Trout | Compact Carpenter Ant,https://inaturalist-open-data.s3.amazonaws.com/photos/98859083/medium.jpeg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/140581/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66907/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/509746212/medium.jpg | https://static.inaturalist.org/photos/544349/medium.jpg | https://static.inaturalist.org/photos/28196717/medium.jpg | https://static.inaturalist.org/photos/52135431/medium.jpeg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
madison-blue-spring,S00268,Madison Blue Spring State Park,Madison-Blue-Spring,Madison,2,50.85,"8300 NE State Road 6, Lee, FL 32059",Lee,FL,30.481668,-83.244634,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/madison-blue-spring-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/102438851/medium.jpg,inaturalist_observation,cc-by,"(c) Alex Abair, some rights reserved (CC BY)",Florida state park in Madison. About 51 acres. Access: Open-Fee Required.,Alligatorweed | Persian silk tree | spurge nettle | Carolina ponysfoot | Purple heart | sarsaparilla vine | dogfennel | black medic,https://inaturalist-open-data.s3.amazonaws.com/photos/458851434/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/136652729/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/113821012/medium.jpg | https://static.inaturalist.org/photos/41283698/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/4320719/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/24639390/medium.jpeg | https://static.inaturalist.org/photos/114442803/medium.jpg,Banded Net-winged Beetle | Mournful Sphinx Moth | False Potato Beetle | Eastern Diamondback Rattlesnake | Gray Ratsnake | Blue-ringed Dancer | Mallard | Twinflagged Jumping Spider,https://inaturalist-open-data.s3.amazonaws.com/photos/2702748/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/132535870/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/62032237/medium.jpg | https://static.inaturalist.org/photos/29329883/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/149943221/medium.jpg | https://static.inaturalist.org/photos/49190/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/339607134/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/157221114/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
manatee-springs,S00053,Manatee Springs State Park,Manatee-Springs,Levy,2,2746.22,"11650 NW 115 St., Chiefland, FL 32626",Chiefland,FL,29.496135,-82.964329,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/manatee-springs-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/506393923/medium.jpg,inaturalist_observation,cc-by,"(c) Nick Tobler (Cowturtle), some rights reserved (CC BY)",Florida state park in Levy. About 2746 acres. Access: Open-Fee Required.,roundleaf bluet | sand live oak | spurge nettle | deerberry | Sweetleaf | turkey oak | orange milkwort | fewflower milkweed,https://inaturalist-open-data.s3.amazonaws.com/photos/28227/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56288/medium.jpg | https://static.inaturalist.org/photos/24694433/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/90880312/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg,Brown Watersnake | West Indian Manatee | Bowfin | Southern Two-striped Walkingstick | Acadian Flycatcher | Barred Yellow | Broad-winged Skipper | Brown-headed Nuthatch,https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/139835275/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/148345/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/70977386/medium.jpeg | https://static.inaturalist.org/photos/54766100/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/2579269/medium.JPG | https://static.inaturalist.org/photos/258615081/medium.jpeg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
cross-florida,S00275,Marjorie Harris Carr Cross Florida Greenways State Recreation and Conservation Area,Cross-Florida,"Citrus, Levy, Marion, Putnam",3,74136.59,"8282 S.E. Highway 314., Ocala, FL 34470",Ocala,FL,29.036977,-82.300181,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/marjorie-harris-carr-cross-florida-greenway,https://inaturalist-open-data.s3.amazonaws.com/photos/295517750/medium.jpeg,inaturalist_observation,cc-by,"(c) Josiah Londerée, some rights reserved (CC BY)","Florida state park in Citrus, Levy, Marion, Putnam. About 74137 acres. Access: Open-No Fee Required.",Sandhill milkweed | Drummond's phlox | hooded pitcher plant | spurge nettle | sunshine mimosa | blackroot | black-jack | Chickasaw plum,https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/28788281/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/66070141/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/78688129/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/93584919/medium.jpg,West Indian Manatee | Peninsular Cooter | Tropical Orbweaver Spider | Southern Two-striped Walkingstick | Giant Katydid | Florida Scrub Jay | Pine Woods Tree Frog | Oak Toad,https://static.inaturalist.org/photos/9301585/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22477/medium.jpg | https://static.inaturalist.org/photos/55892339/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/148345/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/6351202/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/8518/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/1653672/medium.JPG | https://static.inaturalist.org/photos/13935922/medium.jpg,Open-No Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
marjorie-kinnan-rawlings,S00089,Marjorie Kinnan Rawlings Historic State Park,Marjorie-Kinnan-Rawlings,Alachua,2,124.31,"18700 South CR 325, Hawthorne, FL 32640",Hawthorne,FL,29.479839,-82.159604,Main Entrance,true,https://www.floridastateparks.org/parks-and-trails/marjorie-kinnan-rawlings-historic-state-park,https://inaturalist-open-data.s3.amazonaws.com/photos/346770854/medium.jpg,inaturalist_observation,cc-by,"(c) William J. Deml, some rights reserved (CC BY)",Florida state park in Alachua. About 124 acres. Access: Open-Fee Required.,blackroot | candyroot | hooded pitcher plant | Sandhill milkweed | spurge nettle | american lotus | orange milkwort | Coralberry,https://inaturalist-open-data.s3.amazonaws.com/photos/208546504/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/103570/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/313871737/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/33084403/medium.jpg | https://static.inaturalist.org/photos/40043710/medium.jpg,Watermilfoil Leafcutter Moth | Deadwood Borer Moth | Polka-Dot Wasp Moth | Domestic Horse | Florida Cottonmouth | Dot-lined White | Florida Green Watersnake | Thin-winged Owlet Moth,https://inaturalist-open-data.s3.amazonaws.com/photos/144721712/medium.jpeg | https://inaturalist-open-data.s3.amazonaws.com/photos/74794/medium.jpg | https://static.inaturalist.org/photos/96981290/medium.jpeg | https://static.inaturalist.org/photos/21941466/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/53762888/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/46982641/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/22851746/medium.jpg | https://inaturalist-open-data.s3.amazonaws.com/photos/2263475/medium.jpg,Open-Fee Required,Florida DEP OpenData PARKS_BOUNDARIES,2026-06-21
